Date,Genre,artist,lastPos,peakPos,rank,title,weeks
2016-12-04,hot-100,Bruno Mars,0.0,33.0,34.179399281749916,Versace On The Floor,14.0
2016-12-04,hot-100,Chris Stapleton,0.0,19.39303971687043,34.179399281749916,Parachute,5.0
2016-12-04,hot-100,Maren Morris,24.887101848211547,19.39303971687043,34.179399281749916,80s Mercedes,13.0
2016-12-11,hot-100,Rae Sremmurd Featuring Gucci Mane,1.0,1.0,1.0,Black Beatles,27.0
2016-12-11,hot-100,The Weeknd Featuring Daft Punk,3.0,1.0,2.0,Starboy,30.0
2016-12-11,hot-100,The Chainsmokers Featuring Halsey,2.0,1.0,3.0,Closer,52.0
2016-12-11,hot-100,Ariana Grande Featuring Nicki Minaj,6.0,4.0,4.0,Side To Side,28.0
2016-12-11,hot-100,Bruno Mars,4.0,4.0,5.0,24K Magic,41.0
2016-12-11,hot-100,Zay Hilfigerrr & Zayion McCall,5.0,5.0,6.0,Juju On That Beat (TZ Anthem),21.0
2016-12-11,hot-100,DJ Snake Featuring Justin Bieber,8.0,4.0,7.0,Let Me Love You,33.0
2016-12-11,hot-100,Maroon 5 Featuring Kendrick Lamar,10.0,6.0,8.0,Don't Wanna Know,27.0
2016-12-11,hot-100,twenty one pilots,7.0,2.0,9.0,Heathens,39.0
2016-12-11,hot-100,D.R.A.M. Featuring Lil Yachty,9.0,5.0,10.0,Broccoli,37.0
2016-12-11,hot-100,Drake,11.0,8.0,11.0,Fake Love,25.0
2016-12-11,hot-100,Hailee Steinfeld & Grey Featuring Zedd,13.0,12.0,12.0,Starving,29.0
2016-12-11,hot-100,gnash Featuring Olivia O'Brien,14.0,10.0,13.0,I Hate U I Love U,39.0
2016-12-11,hot-100,Amine,12.0,11.0,14.0,Caroline,28.0
2016-12-11,hot-100,Alessia Cara,15.0,8.0,15.0,Scars To Your Beautiful,43.0
2016-12-11,hot-100,The Weeknd,39.0,16.0,16.0,Party Monster,19.0
2016-12-11,hot-100,Machine Gun Kelly x Camila Cabello,28.0,4.0,17.0,Bad Things,23.0
2016-12-11,hot-100,Sia Featuring Kendrick Lamar,18.0,18.0,18.0,The Greatest,23.0
2016-12-11,hot-100,Major Lazer Featuring Justin Bieber & MO,16.0,2.0,19.0,Cold Water,27.0
2016-12-11,hot-100,Shawn Mendes,17.0,6.0,20.0,Treat You Better,39.0
2016-12-11,hot-100,X Ambassadors,20.0,20.0,21.0,Unsteady,34.0
2016-12-11,hot-100,The Weeknd Featuring Daft Punk,48.0,4.0,22.0,I Feel It Coming,26.0
2016-12-11,hot-100,Mariah Carey,0.0,11.0,23.0,All I Want For Christmas Is You,19.0
2016-12-11,hot-100,Sia Featuring Sean Paul,21.0,1.0,24.0,Cheap Thrills,52.0
2016-12-11,hot-100,Justin Timberlake,19.0,1.0,25.0,Can't Stop The Feeling!,52.0
2016-12-11,hot-100,Young M.A,22.0,19.0,26.0,OOOUUU,20.0
2016-12-11,hot-100,The Weeknd Featuring Kendrick Lamar,0.0,27.0,27.0,Sidewalks,4.0
2016-12-11,hot-100,Martin Garrix & Bebe Rexha,24.0,24.0,28.0,In The Name Of Love,23.0
2016-12-11,hot-100,The Chainsmokers Featuring Daya,23.0,3.0,29.0,Don't Let Me Down,52.0
2016-12-11,hot-100,Rihanna,34.0,5.0,30.0,Love On The Brain,31.0
2016-12-11,hot-100,The Weeknd,0.0,31.0,31.0,Reminder,17.0
2016-12-11,hot-100,Keith Urban,25.0,24.0,32.0,Blue Ain't Your Color,21.0
2016-12-11,hot-100,Calvin Harris Featuring Rihanna,26.0,3.0,33.0,This Is What You Came For,32.0
2016-12-11,hot-100,The Weeknd,0.0,34.0,34.0,Six Feet Under,4.0
2016-12-11,hot-100,Jon Bellion,32.0,16.0,35.0,All Time Low,22.0
2016-12-11,hot-100,Rob $tone Featuring J. Davi$ & Spooks,30.0,29.0,36.0,Chill Bill,26.0
2016-12-11,hot-100,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",27.0,27.0,37.0,Do You Mind,20.0
2016-12-11,hot-100,twenty one pilots,31.0,5.0,38.0,Ride,39.0
2016-12-11,hot-100,Florida Georgia Line Featuring Tim McGraw,33.0,30.0,39.0,May We All,20.0
2016-12-11,hot-100,Niall Horan,29.0,20.0,40.0,This Town,22.0
2016-12-11,hot-100,21 Savage & Metro Boomin Featuring Future,36.0,36.0,41.0,X,21.0
2016-12-11,hot-100,Rihanna,38.0,7.0,42.0,Needed Me,45.0
2016-12-11,hot-100,The Weeknd,0.0,43.0,43.0,Die For You,3.0
2016-12-11,hot-100,The Weeknd,0.0,44.0,44.0,Rockin',2.0
2016-12-11,hot-100,Drake Featuring WizKid & Kyla,37.0,1.0,45.0,One Dance,36.0
2016-12-11,hot-100,The Weeknd Featuring Future,0.0,46.0,46.0,All I Know,2.0
2016-12-11,hot-100,The Weeknd,0.0,47.0,47.0,Secrets,2.0
2016-12-11,hot-100,The Weeknd,0.0,48.0,48.0,True Colors,2.0
2016-12-11,hot-100,Migos Featuring Lil Uzi Vert,24.887101848211547,1.0,49.0,Bad And Boujee,36.0
2016-12-11,hot-100,Shawn Mendes,35.0,15.0,50.0,Mercy,32.0
2016-12-11,hot-100,Big Sean,24.887101848211547,6.0,34.179399281749916,Bounce Back,28.0
2016-12-11,hot-100,Auli'i Cravalho,0.0,41.0,34.179399281749916,How Far I'll Go,20.0
2016-12-11,hot-100,John Legend,43.0,23.0,34.179399281749916,Love Me Now,19.0
2016-12-11,hot-100,Future Featuring Drake,40.0,14.0,34.179399281749916,Used To This,18.0
2016-12-11,hot-100,The Weeknd,0.0,19.39303971687043,34.179399281749916,False Alarm,4.0
2016-12-11,hot-100,Pentatonix,24.887101848211547,23.0,34.179399281749916,Hallelujah,11.0
2016-12-11,hot-100,Lil Uzi Vert,24.887101848211547,40.0,34.179399281749916,You Was Right,28.0
2016-12-11,hot-100,Young Thug And Travis Scott Featuring Quavo,49.0,43.0,34.179399281749916,Pick Up The Phone,20.0
2016-12-11,hot-100,Brett Eldredge,24.887101848211547,46.0,34.179399281749916,Wanna Be That Song,20.0
2016-12-11,hot-100,PARTYNEXTDOOR Featuring Drake,24.887101848211547,19.39303971687043,34.179399281749916,Come And See Me,24.0
2016-12-11,hot-100,The Weeknd Featuring Lana Del Rey,0.0,19.39303971687043,34.179399281749916,Stargirl Interlude,1.0
2016-12-11,hot-100,Desiigner,45.0,34.0,34.179399281749916,Tiimmy Turner,20.0
2016-12-11,hot-100,Brett Young,47.0,47.0,34.179399281749916,Sleep Without You,18.0
2016-12-11,hot-100,Old Dominion,24.887101848211547,19.39303971687043,34.179399281749916,Song For Another Time,18.0
2016-12-11,hot-100,Andy Grammer,24.887101848211547,19.39303971687043,34.179399281749916,Fresh Eyes,18.0
2016-12-11,hot-100,Drake Featuring 21 Savage,50.0,28.0,34.179399281749916,Sneakin',14.0
2016-12-11,hot-100,The Weeknd,0.0,19.39303971687043,34.179399281749916,Attention,2.0
2016-12-11,hot-100,The Weeknd,0.0,19.39303971687043,34.179399281749916,Nothing Without You,1.0
2016-12-11,hot-100,The Weeknd,0.0,19.39303971687043,34.179399281749916,A Lonely Night,1.0
2016-12-11,hot-100,21 Savage & Metro Boomin,24.887101848211547,43.0,34.179399281749916,No Heart,19.0
2016-12-11,hot-100,The Weeknd,0.0,19.39303971687043,34.179399281749916,Love To Lay,1.0
2016-12-11,hot-100,The Weeknd,0.0,19.39303971687043,34.179399281749916,Ordinary Life,2.0
2016-12-11,hot-100,DJ ESCO Featuring Future & Lil Uzi Vert,24.887101848211547,50.0,34.179399281749916,Too Much Sauce,20.0
2016-12-11,hot-100,Cole Swindell,24.887101848211547,46.0,34.179399281749916,Middle Of A Memory,20.0
2016-12-11,hot-100,Lil Yachty,24.887101848211547,49.0,34.179399281749916,1 Night,20.0
2016-12-11,hot-100,James Arthur,24.887101848211547,11.0,34.179399281749916,Say You Won't Let Go,49.0
2016-12-11,hot-100,Fitz And The Tantrums,24.887101848211547,19.39303971687043,34.179399281749916,HandClap,20.0
2016-12-11,hot-100,Adele,24.887101848211547,26.0,34.179399281749916,Water Under The Bridge,22.0
2016-12-11,hot-100,Carrie Underwood,24.887101848211547,48.0,34.179399281749916,Dirty Laundry,16.0
2016-12-11,hot-100,Little Big Town,24.887101848211547,34.0,34.179399281749916,Better Man,20.0
2016-12-11,hot-100,Kenny Chesney Featuring P!nk,24.887101848211547,29.0,34.179399281749916,Setting The World On Fire,20.0
2016-12-11,hot-100,The Chainsmokers Featuring Phoebe Ryan,24.887101848211547,18.0,34.179399281749916,All We Know,16.0
2016-12-11,hot-100,Dwayne Johnson,0.0,19.39303971687043,34.179399281749916,You're Welcome,13.0
2016-12-11,hot-100,Fifth Harmony,24.887101848211547,19.39303971687043,34.179399281749916,That's My Girl,3.0
2016-12-11,hot-100,Kehlani,0.0,19.39303971687043,34.179399281749916,Distraction,1.0
2016-12-11,hot-100,Thomas Rhett,24.887101848211547,45.0,34.179399281749916,Star Of The Show,19.0
2016-12-11,hot-100,Jason Aldean,24.887101848211547,19.39303971687043,34.179399281749916,A Little More Summertime,13.0
2016-12-11,hot-100,Alessia Cara,0.0,19.39303971687043,34.179399281749916,How Far I'll Go,19.0
2016-12-11,hot-100,PnB Rock,24.887101848211547,19.39303971687043,34.179399281749916,Selfish,19.0
2016-12-11,hot-100,Shakira Featuring Maluma,24.887101848211547,19.39303971687043,34.179399281749916,Chantaje,18.0
2016-12-11,hot-100,Tim McGraw,24.887101848211547,19.39303971687043,34.179399281749916,How I'll Always Be,12.0
2016-12-11,hot-100,Blake Shelton,24.887101848211547,42.0,34.179399281749916,A Guy With A Girl,17.0
2016-12-11,hot-100,Opetaia Foa'i & Lin-Manuel Miranda,0.0,19.39303971687043,34.179399281749916,We Know The Way,2.0
2016-12-11,hot-100,Rae Sremmurd,24.887101848211547,19.39303971687043,34.179399281749916,Look Alive,6.0
2016-12-11,hot-100,Russ,24.887101848211547,19.39303971687043,34.179399281749916,What They Want,8.0
2016-12-11,hot-100,Kanye West,24.887101848211547,47.0,34.179399281749916,Fade,13.0
2016-12-11,hot-100,Frenship & Emily Warren,24.887101848211547,19.39303971687043,34.179399281749916,Capsize,10.0
2016-12-11,hot-100,Noah Cyrus Featuring Labrinth,0.0,46.0,34.179399281749916,Make Me (Cry),15.0
2016-12-11,hot-100,A Boogie Wit da Hoodie,24.887101848211547,19.39303971687043,34.179399281749916,My Sh*t,12.0
2016-12-11,hot-100,Rihanna,24.887101848211547,19.39303971687043,34.179399281749916,Sex With Me,15.0
2016-12-18,hot-100,Rae Sremmurd Featuring Gucci Mane,1.0,1.0,1.0,Black Beatles,27.0
2016-12-18,hot-100,The Weeknd Featuring Daft Punk,2.0,1.0,2.0,Starboy,30.0
2016-12-18,hot-100,The Chainsmokers Featuring Halsey,3.0,1.0,3.0,Closer,52.0
2016-12-18,hot-100,Bruno Mars,5.0,4.0,4.0,24K Magic,41.0
2016-12-18,hot-100,Ariana Grande Featuring Nicki Minaj,4.0,4.0,5.0,Side To Side,28.0
2016-12-18,hot-100,Zay Hilfigerrr & Zayion McCall,6.0,5.0,6.0,Juju On That Beat (TZ Anthem),21.0
2016-12-18,hot-100,Maroon 5 Featuring Kendrick Lamar,8.0,6.0,7.0,Don't Wanna Know,27.0
2016-12-18,hot-100,DJ Snake Featuring Justin Bieber,7.0,4.0,8.0,Let Me Love You,33.0
2016-12-18,hot-100,twenty one pilots,9.0,2.0,9.0,Heathens,39.0
2016-12-18,hot-100,Machine Gun Kelly x Camila Cabello,17.0,4.0,10.0,Bad Things,23.0
2016-12-18,hot-100,Drake,11.0,8.0,11.0,Fake Love,25.0
2016-12-18,hot-100,D.R.A.M. Featuring Lil Yachty,10.0,5.0,12.0,Broccoli,37.0
2016-12-18,hot-100,Alessia Cara,15.0,8.0,13.0,Scars To Your Beautiful,43.0
2016-12-18,hot-100,Hailee Steinfeld & Grey Featuring Zedd,12.0,12.0,14.0,Starving,29.0
2016-12-18,hot-100,Amine,14.0,11.0,15.0,Caroline,28.0
2016-12-18,hot-100,gnash Featuring Olivia O'Brien,13.0,10.0,16.0,I Hate U I Love U,39.0
2016-12-18,hot-100,Mariah Carey,23.0,11.0,17.0,All I Want For Christmas Is You,19.0
2016-12-18,hot-100,Sia Featuring Kendrick Lamar,18.0,18.0,18.0,The Greatest,23.0
2016-12-18,hot-100,Shawn Mendes,20.0,6.0,19.0,Treat You Better,39.0
2016-12-18,hot-100,Rihanna,30.0,5.0,20.0,Love On The Brain,31.0
2016-12-18,hot-100,Major Lazer Featuring Justin Bieber & MO,19.0,2.0,21.0,Cold Water,27.0
2016-12-18,hot-100,X Ambassadors,21.0,20.0,22.0,Unsteady,34.0
2016-12-18,hot-100,John Legend,24.887101848211547,23.0,23.0,Love Me Now,19.0
2016-12-18,hot-100,Migos Featuring Lil Uzi Vert,49.0,1.0,24.0,Bad And Boujee,36.0
2016-12-18,hot-100,Martin Garrix & Bebe Rexha,28.0,24.0,25.0,In The Name Of Love,23.0
2016-12-18,hot-100,Sia Featuring Sean Paul,24.0,1.0,26.0,Cheap Thrills,52.0
2016-12-18,hot-100,Young M.A,26.0,19.0,27.0,OOOUUU,20.0
2016-12-18,hot-100,The Weeknd Featuring Daft Punk,22.0,4.0,28.0,I Feel It Coming,26.0
2016-12-18,hot-100,The Weeknd,16.0,16.0,29.0,Party Monster,19.0
2016-12-18,hot-100,Keith Urban,32.0,24.0,30.0,Blue Ain't Your Color,21.0
2016-12-18,hot-100,The Chainsmokers Featuring Daya,29.0,3.0,31.0,Don't Let Me Down,52.0
2016-12-18,hot-100,Justin Timberlake,25.0,1.0,32.0,Can't Stop The Feeling!,52.0
2016-12-18,hot-100,Jon Bellion,35.0,16.0,33.0,All Time Low,22.0
2016-12-18,hot-100,Rob $tone Featuring J. Davi$ & Spooks,36.0,29.0,34.0,Chill Bill,26.0
2016-12-18,hot-100,Bobby Helms,0.0,29.0,35.0,Jingle Bell Rock,19.0
2016-12-18,hot-100,Calvin Harris Featuring Rihanna,33.0,3.0,36.0,This Is What You Came For,32.0
2016-12-18,hot-100,Brenda Lee,0.0,14.0,37.0,Rockin' Around The Christmas Tree,18.0
2016-12-18,hot-100,Shawn Mendes,50.0,15.0,38.0,Mercy,32.0
2016-12-18,hot-100,Big Sean,24.887101848211547,6.0,39.0,Bounce Back,28.0
2016-12-18,hot-100,twenty one pilots,38.0,5.0,40.0,Ride,39.0
2016-12-18,hot-100,Niall Horan,40.0,20.0,41.0,This Town,22.0
2016-12-18,hot-100,Florida Georgia Line Featuring Tim McGraw,39.0,30.0,42.0,May We All,20.0
2016-12-18,hot-100,21 Savage & Metro Boomin Featuring Future,41.0,36.0,43.0,X,21.0
2016-12-18,hot-100,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",37.0,27.0,44.0,Do You Mind,20.0
2016-12-18,hot-100,Pentatonix,24.887101848211547,23.0,45.0,Hallelujah,11.0
2016-12-18,hot-100,Rihanna,42.0,7.0,46.0,Needed Me,45.0
2016-12-18,hot-100,Drake Featuring WizKid & Kyla,45.0,1.0,47.0,One Dance,36.0
2016-12-18,hot-100,Childish Gambino,0.0,12.0,48.0,Redbone,43.0
2016-12-18,hot-100,Lil Uzi Vert,24.887101848211547,40.0,49.0,You Was Right,28.0
2016-12-18,hot-100,The Weeknd,31.0,31.0,50.0,Reminder,17.0
2016-12-18,hot-100,Future Featuring Drake,24.887101848211547,14.0,34.179399281749916,Used To This,18.0
2016-12-18,hot-100,Lady Gaga,0.0,4.0,34.179399281749916,Million Reasons,20.0
2016-12-18,hot-100,Brett Eldredge,24.887101848211547,46.0,34.179399281749916,Wanna Be That Song,20.0
2016-12-18,hot-100,The Weeknd Featuring Kendrick Lamar,27.0,27.0,34.179399281749916,Sidewalks,4.0
2016-12-18,hot-100,The Weeknd,34.0,34.0,34.179399281749916,Six Feet Under,4.0
2016-12-18,hot-100,PARTYNEXTDOOR Featuring Drake,24.887101848211547,19.39303971687043,34.179399281749916,Come And See Me,24.0
2016-12-18,hot-100,21 Savage & Metro Boomin,24.887101848211547,43.0,34.179399281749916,No Heart,19.0
2016-12-18,hot-100,Adele,24.887101848211547,26.0,34.179399281749916,Water Under The Bridge,22.0
2016-12-18,hot-100,Old Dominion,24.887101848211547,19.39303971687043,34.179399281749916,Song For Another Time,18.0
2016-12-18,hot-100,James Arthur,24.887101848211547,11.0,34.179399281749916,Say You Won't Let Go,49.0
2016-12-18,hot-100,Desiigner,24.887101848211547,34.0,34.179399281749916,Tiimmy Turner,20.0
2016-12-18,hot-100,Young Thug And Travis Scott Featuring Quavo,24.887101848211547,43.0,34.179399281749916,Pick Up The Phone,20.0
2016-12-18,hot-100,Drake Featuring 21 Savage,24.887101848211547,28.0,34.179399281749916,Sneakin',14.0
2016-12-18,hot-100,DJ ESCO Featuring Future & Lil Uzi Vert,24.887101848211547,50.0,34.179399281749916,Too Much Sauce,20.0
2016-12-18,hot-100,Nicki Minaj X Mike WiLL Made-It,0.0,19.39303971687043,34.179399281749916,Black Barbies,2.0
2016-12-18,hot-100,The Weeknd,47.0,47.0,34.179399281749916,Secrets,2.0
2016-12-18,hot-100,Little Big Town,24.887101848211547,34.0,34.179399281749916,Better Man,20.0
2016-12-18,hot-100,Childish Gambino,0.0,19.39303971687043,34.179399281749916,Me And Your Mama,2.0
2016-12-18,hot-100,Carrie Underwood,24.887101848211547,48.0,34.179399281749916,Dirty Laundry,16.0
2016-12-18,hot-100,Auli'i Cravalho,24.887101848211547,41.0,34.179399281749916,How Far I'll Go,20.0
2016-12-18,hot-100,The Weeknd,43.0,43.0,34.179399281749916,Die For You,3.0
2016-12-18,hot-100,Lil Yachty,24.887101848211547,49.0,34.179399281749916,1 Night,20.0
2016-12-18,hot-100,Andy Grammer,24.887101848211547,19.39303971687043,34.179399281749916,Fresh Eyes,18.0
2016-12-18,hot-100,Brett Young,24.887101848211547,47.0,34.179399281749916,Sleep Without You,18.0
2016-12-18,hot-100,Fitz And The Tantrums,24.887101848211547,19.39303971687043,34.179399281749916,HandClap,20.0
2016-12-18,hot-100,gnash Featuring Johnny Yukon,0.0,19.39303971687043,34.179399281749916,Home,1.0
2016-12-18,hot-100,Train,0.0,41.0,34.179399281749916,Play That Song,20.0
2016-12-18,hot-100,The Weeknd,48.0,48.0,34.179399281749916,True Colors,2.0
2016-12-18,hot-100,Shakira Featuring Maluma,24.887101848211547,19.39303971687043,34.179399281749916,Chantaje,18.0
2016-12-18,hot-100,Cole Swindell,24.887101848211547,46.0,34.179399281749916,Middle Of A Memory,20.0
2016-12-18,hot-100,Blake Shelton,24.887101848211547,42.0,34.179399281749916,A Guy With A Girl,17.0
2016-12-18,hot-100,The Weeknd,44.0,44.0,34.179399281749916,Rockin',2.0
2016-12-18,hot-100,The Weeknd Featuring Future,46.0,46.0,34.179399281749916,All I Know,2.0
2016-12-18,hot-100,Fifth Harmony,24.887101848211547,19.39303971687043,34.179399281749916,That's My Girl,3.0
2016-12-18,hot-100,Thomas Rhett,24.887101848211547,45.0,34.179399281749916,Star Of The Show,19.0
2016-12-18,hot-100,The Weeknd,24.887101848211547,19.39303971687043,34.179399281749916,False Alarm,4.0
2016-12-18,hot-100,Kenny Chesney Featuring P!nk,24.887101848211547,29.0,34.179399281749916,Setting The World On Fire,20.0
2016-12-18,hot-100,Tim McGraw,24.887101848211547,19.39303971687043,34.179399281749916,How I'll Always Be,12.0
2016-12-18,hot-100,The Chainsmokers Featuring Phoebe Ryan,24.887101848211547,18.0,34.179399281749916,All We Know,16.0
2016-12-18,hot-100,PnB Rock,24.887101848211547,19.39303971687043,34.179399281749916,Selfish,19.0
2016-12-18,hot-100,A Boogie Wit da Hoodie,24.887101848211547,19.39303971687043,34.179399281749916,My Sh*t,12.0
2016-12-18,hot-100,Dwayne Johnson,24.887101848211547,19.39303971687043,34.179399281749916,You're Welcome,13.0
2016-12-18,hot-100,J. Cole,0.0,19.39303971687043,34.179399281749916,False Prophets,2.0
2016-12-18,hot-100,Marshmello,0.0,19.39303971687043,34.179399281749916,Alone,10.0
2016-12-18,hot-100,Jon Pardi,0.0,37.0,34.179399281749916,Dirt On My Boots,20.0
2016-12-18,hot-100,The Weeknd,24.887101848211547,19.39303971687043,34.179399281749916,Attention,2.0
2016-12-18,hot-100,The Weeknd,24.887101848211547,19.39303971687043,34.179399281749916,Ordinary Life,2.0
2016-12-18,hot-100,Rihanna,24.887101848211547,19.39303971687043,34.179399281749916,Sex With Me,15.0
2016-12-18,hot-100,Russ,24.887101848211547,19.39303971687043,34.179399281749916,What They Want,8.0
2016-12-18,hot-100,Clean Bandit Featuring Sean Paul & Anne-Marie,0.0,9.0,34.179399281749916,Rockabye,27.0
2016-12-25,hot-100,Rae Sremmurd Featuring Gucci Mane,1.0,1.0,1.0,Black Beatles,27.0
2016-12-25,hot-100,The Weeknd Featuring Daft Punk,2.0,1.0,2.0,Starboy,30.0
2016-12-25,hot-100,The Chainsmokers Featuring Halsey,3.0,1.0,3.0,Closer,52.0
2016-12-25,hot-100,Bruno Mars,4.0,4.0,4.0,24K Magic,41.0
2016-12-25,hot-100,Ariana Grande Featuring Nicki Minaj,5.0,4.0,5.0,Side To Side,28.0
2016-12-25,hot-100,Zayn / Taylor Swift,0.0,2.0,6.0,I Don't Wanna Live Forever (Fifty Shades Darker),23.0
2016-12-25,hot-100,J. Cole,0.0,7.0,7.0,Deja Vu,20.0
2016-12-25,hot-100,Zay Hilfigerrr & Zayion McCall,6.0,5.0,8.0,Juju On That Beat (TZ Anthem),21.0
2016-12-25,hot-100,DJ Snake Featuring Justin Bieber,8.0,4.0,9.0,Let Me Love You,33.0
2016-12-25,hot-100,Maroon 5 Featuring Kendrick Lamar,7.0,6.0,10.0,Don't Wanna Know,27.0
2016-12-25,hot-100,J. Cole,0.0,11.0,11.0,Immortal,5.0
2016-12-25,hot-100,Drake,11.0,8.0,12.0,Fake Love,25.0
2016-12-25,hot-100,J. Cole,0.0,13.0,13.0,Neighbors,6.0
2016-12-25,hot-100,Machine Gun Kelly x Camila Cabello,10.0,4.0,14.0,Bad Things,23.0
2016-12-25,hot-100,twenty one pilots,9.0,2.0,15.0,Heathens,39.0
2016-12-25,hot-100,Amine,15.0,11.0,16.0,Caroline,28.0
2016-12-25,hot-100,D.R.A.M. Featuring Lil Yachty,12.0,5.0,17.0,Broccoli,37.0
2016-12-25,hot-100,Alessia Cara,13.0,8.0,18.0,Scars To Your Beautiful,43.0
2016-12-25,hot-100,Hailee Steinfeld & Grey Featuring Zedd,14.0,12.0,19.0,Starving,29.0
2016-12-25,hot-100,Mariah Carey,17.0,11.0,20.0,All I Want For Christmas Is You,19.0
2016-12-25,hot-100,J. Cole,0.0,21.0,21.0,Change,2.0
2016-12-25,hot-100,J. Cole,0.0,22.0,22.0,She's Mine Pt.1,2.0
2016-12-25,hot-100,J. Cole,0.0,23.0,23.0,For Whom The Bell Tolls,2.0
2016-12-25,hot-100,J. Cole,0.0,24.0,24.0,Ville Mentality,2.0
2016-12-25,hot-100,gnash Featuring Olivia O'Brien,16.0,10.0,25.0,I Hate U I Love U,39.0
2016-12-25,hot-100,Migos Featuring Lil Uzi Vert,24.0,1.0,26.0,Bad And Boujee,36.0
2016-12-25,hot-100,Rihanna,20.0,5.0,27.0,Love On The Brain,31.0
2016-12-25,hot-100,Sia Featuring Kendrick Lamar,18.0,18.0,28.0,The Greatest,23.0
2016-12-25,hot-100,J. Cole,0.0,29.0,29.0,4 Your Eyez Only,1.0
2016-12-25,hot-100,J. Cole,0.0,30.0,30.0,Foldin Clothes,2.0
2016-12-25,hot-100,Big Sean,39.0,6.0,31.0,Bounce Back,28.0
2016-12-25,hot-100,Shawn Mendes,19.0,6.0,32.0,Treat You Better,39.0
2016-12-25,hot-100,The Weeknd Featuring Daft Punk,28.0,4.0,33.0,I Feel It Coming,26.0
2016-12-25,hot-100,J. Cole,0.0,34.0,34.0,She's Mine Pt. 2,1.0
2016-12-25,hot-100,Martin Garrix & Bebe Rexha,25.0,24.0,35.0,In The Name Of Love,23.0
2016-12-25,hot-100,Jon Bellion,33.0,16.0,36.0,All Time Low,22.0
2016-12-25,hot-100,John Legend,23.0,23.0,37.0,Love Me Now,19.0
2016-12-25,hot-100,Keith Urban,30.0,24.0,38.0,Blue Ain't Your Color,21.0
2016-12-25,hot-100,Justin Timberlake,32.0,1.0,39.0,Can't Stop The Feeling!,52.0
2016-12-25,hot-100,Major Lazer Featuring Justin Bieber & MO,21.0,2.0,40.0,Cold Water,27.0
2016-12-25,hot-100,Sia Featuring Sean Paul,26.0,1.0,41.0,Cheap Thrills,52.0
2016-12-25,hot-100,X Ambassadors,22.0,20.0,42.0,Unsteady,34.0
2016-12-25,hot-100,The Chainsmokers Featuring Daya,31.0,3.0,43.0,Don't Let Me Down,52.0
2016-12-25,hot-100,Shawn Mendes,38.0,15.0,44.0,Mercy,32.0
2016-12-25,hot-100,Pentatonix,45.0,23.0,45.0,Hallelujah,11.0
2016-12-25,hot-100,Bobby Helms,35.0,29.0,46.0,Jingle Bell Rock,19.0
2016-12-25,hot-100,Young M.A,27.0,19.0,47.0,OOOUUU,20.0
2016-12-25,hot-100,Brenda Lee,37.0,14.0,48.0,Rockin' Around The Christmas Tree,18.0
2016-12-25,hot-100,Rob $tone Featuring J. Davi$ & Spooks,34.0,29.0,49.0,Chill Bill,26.0
2016-12-25,hot-100,Niall Horan,41.0,20.0,50.0,This Town,22.0
2016-12-25,hot-100,21 Savage & Metro Boomin Featuring Future,43.0,36.0,34.179399281749916,X,21.0
2016-12-25,hot-100,Steve Aoki & Louis Tomlinson,0.0,19.39303971687043,34.179399281749916,Just Hold On,6.0
2016-12-25,hot-100,The Weeknd,29.0,16.0,34.179399281749916,Party Monster,19.0
2016-12-25,hot-100,J. Cole,24.887101848211547,19.39303971687043,34.179399281749916,False Prophets,2.0
2016-12-25,hot-100,21 Savage & Metro Boomin,24.887101848211547,43.0,34.179399281749916,No Heart,19.0
2016-12-25,hot-100,Florida Georgia Line Featuring Tim McGraw,42.0,30.0,34.179399281749916,May We All,20.0
2016-12-25,hot-100,J. Cole,0.0,19.39303971687043,34.179399281749916,Everybody Dies,1.0
2016-12-25,hot-100,Lil Uzi Vert,49.0,40.0,34.179399281749916,You Was Right,28.0
2016-12-25,hot-100,Brett Eldredge,24.887101848211547,46.0,34.179399281749916,Wanna Be That Song,20.0
2016-12-25,hot-100,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",44.0,27.0,34.179399281749916,Do You Mind,20.0
2016-12-25,hot-100,Adele,24.887101848211547,26.0,34.179399281749916,Water Under The Bridge,22.0
2016-12-25,hot-100,Lady Gaga,24.887101848211547,4.0,34.179399281749916,Million Reasons,20.0
2016-12-25,hot-100,PARTYNEXTDOOR Featuring Drake,24.887101848211547,19.39303971687043,34.179399281749916,Come And See Me,24.0
2016-12-25,hot-100,Future Featuring Drake,24.887101848211547,14.0,34.179399281749916,Used To This,18.0
2016-12-25,hot-100,James Arthur,24.887101848211547,11.0,34.179399281749916,Say You Won't Let Go,49.0
2016-12-25,hot-100,Auli'i Cravalho,24.887101848211547,41.0,34.179399281749916,How Far I'll Go,20.0
2016-12-25,hot-100,Sundance Head,0.0,19.39303971687043,34.179399281749916,Darlin' Don't Go,1.0
2016-12-25,hot-100,Little Big Town,24.887101848211547,34.0,34.179399281749916,Better Man,20.0
2016-12-25,hot-100,Old Dominion,24.887101848211547,19.39303971687043,34.179399281749916,Song For Another Time,18.0
2016-12-25,hot-100,Carrie Underwood,24.887101848211547,48.0,34.179399281749916,Dirty Laundry,16.0
