Date,Genre,artist,lastPos,peakPos,rank,title,weeks
2016-10-02,pop-songs,The Chainsmokers Featuring Halsey,2.0,1.0,1.0,Closer,30.0
2016-10-02,pop-songs,Major Lazer Featuring Justin Bieber & MO,1.0,1.0,2.0,Cold Water,20.0
2016-10-02,pop-songs,Shawn Mendes,4.0,3.0,3.0,Treat You Better,24.0
2016-10-02,pop-songs,Sia Featuring Sean Paul,5.0,1.0,4.0,Cheap Thrills,31.0
2016-10-02,pop-songs,Adele,3.0,1.0,5.0,Send My Love (To Your New Lover),21.0
2016-10-02,pop-songs,twenty one pilots,9.0,2.0,6.0,Heathens,21.0
2016-10-02,pop-songs,twenty one pilots,6.0,1.0,7.0,Ride,26.0
2016-10-02,pop-songs,Kiiara,10.0,5.0,8.0,Gold,27.0
2016-10-02,pop-songs,DJ Snake Featuring Justin Bieber,14.0,2.0,9.0,Let Me Love You,23.0
2016-10-02,pop-songs,Ariana Grande,7.0,7.0,10.0,Into You,20.0
2016-10-02,pop-songs,Charlie Puth Featuring Selena Gomez,12.0,11.0,11.0,We Don't Talk Anymore,20.0
2016-10-02,pop-songs,Drake Featuring Rihanna,11.0,9.0,12.0,Too Good,20.0
2016-10-02,pop-songs,Daya,13.0,8.0,13.0,"Sit Still, Look Pretty",29.0
2016-10-02,pop-songs,Calvin Harris Featuring Rihanna,8.0,2.0,14.0,This Is What You Came For,25.0
2016-10-02,pop-songs,Kungs vs Cookin' On 3 Burners,16.0,15.0,15.0,This Girl,14.0
2016-10-02,pop-songs,gnash Featuring Olivia O'Brien,19.0,5.0,16.0,I Hate U I Love U,25.0
2016-10-02,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,22.0,5.0,17.0,Starving,28.0
2016-10-02,pop-songs,Coldplay,21.0,18.0,18.0,Hymn For The Weekend,20.0
2016-10-02,pop-songs,Tory Lanez,23.0,19.0,19.0,Luv,16.0
2016-10-02,pop-songs,Rihanna,18.0,16.0,20.0,Needed Me,20.0
2016-10-02,pop-songs,Calvin Harris,33.0,12.0,21.0,My Way,9.0
2016-10-02,pop-songs,Lady Gaga,24.0,22.0,22.0,Perfect Illusion,6.0
2016-10-02,pop-songs,Alessia Cara,25.0,1.0,23.0,Scars To Your Beautiful,33.0
2016-10-02,pop-songs,Lukas Graham,20.0,20.0,24.0,Mama Said,13.0
2016-10-02,pop-songs,The Weeknd Featuring Daft Punk,0.0,3.0,25.0,Starboy,21.0
2016-10-02,pop-songs,X Ambassadors,26.0,10.0,26.0,Unsteady,20.0
2016-10-02,pop-songs,Meghan Trainor Featuring Yo Gotti,30.0,27.0,27.0,Better,6.0
2016-10-02,pop-songs,Jon Bellion,31.0,10.0,28.0,All Time Low,26.0
2016-10-02,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",29.0,21.0,29.0,Sucker For Pain,14.0
2016-10-02,pop-songs,Tinie Tempah Featuring Zara Larsson,28.0,28.0,30.0,Girls Like,8.0
2016-10-02,pop-songs,Sia Featuring Kendrick Lamar,0.0,10.0,31.0,The Greatest,20.0
2016-10-02,pop-songs,Ariana Grande Featuring Nicki Minaj,0.0,1.0,32.0,Side To Side,24.0
2016-10-02,pop-songs,Marc E. Bassy Featuring G-Eazy,32.0,32.0,33.0,You & Me,11.0
2016-10-02,pop-songs,Frenship & Emily Warren,34.0,24.0,34.0,Capsize,15.0
2016-10-02,pop-songs,Jason Derulo,38.0,35.0,35.0,Kiss The Sky,4.0
2016-10-02,pop-songs,Britney Spears Featuring G-Eazy,27.0,20.0,36.0,Make Me...,11.0
2016-10-02,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,36.0,22.0,37.0,Greenlight,13.0
2016-10-02,pop-songs,Nick Jonas Featuring Ty Dolla $ign,37.0,37.0,38.0,Bacon,4.0
2016-10-02,pop-songs,Martin Garrix & Bebe Rexha,0.0,16.0,39.0,In The Name Of Love,18.0
2016-10-02,pop-songs,Ellie Goulding,0.0,39.0,40.0,Still Falling For You,3.0
2016-10-09,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-10-09,pop-songs,Major Lazer Featuring Justin Bieber & MO,2.0,1.0,2.0,Cold Water,20.0
2016-10-09,pop-songs,Shawn Mendes,3.0,3.0,3.0,Treat You Better,24.0
2016-10-09,pop-songs,twenty one pilots,6.0,2.0,4.0,Heathens,21.0
2016-10-09,pop-songs,DJ Snake Featuring Justin Bieber,9.0,2.0,5.0,Let Me Love You,23.0
2016-10-09,pop-songs,Sia Featuring Sean Paul,4.0,1.0,6.0,Cheap Thrills,31.0
2016-10-09,pop-songs,Kiiara,8.0,5.0,7.0,Gold,27.0
2016-10-09,pop-songs,Adele,5.0,1.0,8.0,Send My Love (To Your New Lover),21.0
2016-10-09,pop-songs,Daya,13.0,8.0,9.0,"Sit Still, Look Pretty",29.0
2016-10-09,pop-songs,twenty one pilots,7.0,1.0,10.0,Ride,26.0
2016-10-09,pop-songs,Calvin Harris Featuring Rihanna,14.0,2.0,11.0,This Is What You Came For,25.0
2016-10-09,pop-songs,Charlie Puth Featuring Selena Gomez,11.0,11.0,12.0,We Don't Talk Anymore,20.0
2016-10-09,pop-songs,gnash Featuring Olivia O'Brien,16.0,5.0,13.0,I Hate U I Love U,25.0
2016-10-09,pop-songs,Drake Featuring Rihanna,12.0,9.0,14.0,Too Good,20.0
2016-10-09,pop-songs,The Weeknd Featuring Daft Punk,25.0,3.0,15.0,Starboy,21.0
2016-10-09,pop-songs,Ariana Grande,10.0,7.0,16.0,Into You,20.0
2016-10-09,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,17.0,5.0,17.0,Starving,28.0
2016-10-09,pop-songs,Calvin Harris,21.0,12.0,18.0,My Way,9.0
2016-10-09,pop-songs,Kungs vs Cookin' On 3 Burners,15.0,15.0,19.0,This Girl,14.0
2016-10-09,pop-songs,Coldplay,18.0,18.0,20.0,Hymn For The Weekend,20.0
2016-10-09,pop-songs,Alessia Cara,23.0,1.0,21.0,Scars To Your Beautiful,33.0
2016-10-09,pop-songs,Tory Lanez,19.0,19.0,22.0,Luv,16.0
2016-10-09,pop-songs,Lady Gaga,22.0,22.0,23.0,Perfect Illusion,6.0
2016-10-09,pop-songs,X Ambassadors,26.0,10.0,24.0,Unsteady,20.0
2016-10-09,pop-songs,Sia Featuring Kendrick Lamar,31.0,10.0,25.0,The Greatest,20.0
2016-10-09,pop-songs,Ariana Grande Featuring Nicki Minaj,32.0,1.0,26.0,Side To Side,24.0
2016-10-09,pop-songs,Rihanna,20.0,16.0,27.0,Needed Me,20.0
2016-10-09,pop-songs,Jon Bellion,28.0,10.0,28.0,All Time Low,26.0
2016-10-09,pop-songs,Meghan Trainor Featuring Yo Gotti,27.0,27.0,29.0,Better,6.0
2016-10-09,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",29.0,21.0,30.0,Sucker For Pain,14.0
2016-10-09,pop-songs,Frenship & Emily Warren,34.0,24.0,31.0,Capsize,15.0
2016-10-09,pop-songs,Martin Garrix & Bebe Rexha,39.0,16.0,32.0,In The Name Of Love,18.0
2016-10-09,pop-songs,Tinie Tempah Featuring Zara Larsson,30.0,28.0,33.0,Girls Like,8.0
2016-10-09,pop-songs,Lukas Graham,24.0,20.0,34.0,Mama Said,13.0
2016-10-09,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,37.0,22.0,35.0,Greenlight,13.0
2016-10-09,pop-songs,Niall Horan,0.0,12.0,36.0,This Town,20.0
2016-10-09,pop-songs,Jason Derulo,35.0,35.0,37.0,Kiss The Sky,4.0
2016-10-09,pop-songs,Kanye West,0.0,23.0,38.0,Fade,10.0
2016-10-09,pop-songs,Marc E. Bassy Featuring G-Eazy,33.0,32.0,39.0,You & Me,11.0
2016-10-09,pop-songs,Ellie Goulding,40.0,39.0,40.0,Still Falling For You,3.0
2016-10-16,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-10-16,pop-songs,twenty one pilots,4.0,2.0,2.0,Heathens,21.0
2016-10-16,pop-songs,Shawn Mendes,3.0,3.0,3.0,Treat You Better,24.0
2016-10-16,pop-songs,Major Lazer Featuring Justin Bieber & MO,2.0,1.0,4.0,Cold Water,20.0
2016-10-16,pop-songs,DJ Snake Featuring Justin Bieber,5.0,2.0,5.0,Let Me Love You,23.0
2016-10-16,pop-songs,Kiiara,7.0,5.0,6.0,Gold,27.0
2016-10-16,pop-songs,Sia Featuring Sean Paul,6.0,1.0,7.0,Cheap Thrills,31.0
2016-10-16,pop-songs,Daya,9.0,8.0,8.0,"Sit Still, Look Pretty",29.0
2016-10-16,pop-songs,The Weeknd Featuring Daft Punk,15.0,3.0,9.0,Starboy,21.0
2016-10-16,pop-songs,gnash Featuring Olivia O'Brien,13.0,5.0,10.0,I Hate U I Love U,25.0
2016-10-16,pop-songs,Adele,8.0,1.0,11.0,Send My Love (To Your New Lover),21.0
2016-10-16,pop-songs,twenty one pilots,10.0,1.0,12.0,Ride,26.0
2016-10-16,pop-songs,Calvin Harris Featuring Rihanna,11.0,2.0,13.0,This Is What You Came For,25.0
2016-10-16,pop-songs,Calvin Harris,18.0,12.0,14.0,My Way,9.0
2016-10-16,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,17.0,5.0,15.0,Starving,28.0
2016-10-16,pop-songs,Drake Featuring Rihanna,14.0,9.0,16.0,Too Good,20.0
2016-10-16,pop-songs,Charlie Puth Featuring Selena Gomez,12.0,11.0,17.0,We Don't Talk Anymore,20.0
2016-10-16,pop-songs,Alessia Cara,21.0,1.0,18.0,Scars To Your Beautiful,33.0
2016-10-16,pop-songs,Coldplay,20.0,18.0,19.0,Hymn For The Weekend,20.0
2016-10-16,pop-songs,Sia Featuring Kendrick Lamar,25.0,10.0,20.0,The Greatest,20.0
2016-10-16,pop-songs,Tory Lanez,22.0,19.0,21.0,Luv,16.0
2016-10-16,pop-songs,Ariana Grande,16.0,7.0,22.0,Into You,20.0
2016-10-16,pop-songs,Ariana Grande Featuring Nicki Minaj,26.0,1.0,23.0,Side To Side,24.0
2016-10-16,pop-songs,X Ambassadors,24.0,10.0,24.0,Unsteady,20.0
2016-10-16,pop-songs,Lady Gaga,23.0,22.0,25.0,Perfect Illusion,6.0
2016-10-16,pop-songs,Kungs vs Cookin' On 3 Burners,19.0,15.0,26.0,This Girl,14.0
2016-10-16,pop-songs,Jon Bellion,28.0,10.0,27.0,All Time Low,26.0
2016-10-16,pop-songs,Bruno Mars,0.0,5.0,28.0,24K Magic,20.0
2016-10-16,pop-songs,Meghan Trainor Featuring Yo Gotti,29.0,27.0,29.0,Better,6.0
2016-10-16,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",30.0,21.0,30.0,Sucker For Pain,14.0
2016-10-16,pop-songs,Niall Horan,36.0,12.0,31.0,This Town,20.0
2016-10-16,pop-songs,Rihanna,27.0,16.0,32.0,Needed Me,20.0
2016-10-16,pop-songs,Martin Garrix & Bebe Rexha,32.0,16.0,33.0,In The Name Of Love,18.0
2016-10-16,pop-songs,Frenship & Emily Warren,31.0,24.0,34.0,Capsize,15.0
2016-10-16,pop-songs,Kanye West,38.0,23.0,35.0,Fade,10.0
2016-10-16,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,35.0,22.0,36.0,Greenlight,13.0
2016-10-16,pop-songs,Fifth Harmony,0.0,19.0,37.0,That's My Girl,12.0
2016-10-16,pop-songs,Jason Derulo,37.0,35.0,38.0,Kiss The Sky,4.0
2016-10-16,pop-songs,Ellie Goulding,40.0,39.0,39.0,Still Falling For You,3.0
2016-10-16,pop-songs,Zara Larsson,0.0,26.0,40.0,Ain't My Fault,9.0
2016-10-23,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-10-23,pop-songs,twenty one pilots,2.0,2.0,2.0,Heathens,21.0
2016-10-23,pop-songs,DJ Snake Featuring Justin Bieber,5.0,2.0,3.0,Let Me Love You,23.0
2016-10-23,pop-songs,Shawn Mendes,3.0,3.0,4.0,Treat You Better,24.0
2016-10-23,pop-songs,Major Lazer Featuring Justin Bieber & MO,4.0,1.0,5.0,Cold Water,20.0
2016-10-23,pop-songs,Kiiara,6.0,5.0,6.0,Gold,27.0
2016-10-23,pop-songs,The Weeknd Featuring Daft Punk,9.0,3.0,7.0,Starboy,21.0
2016-10-23,pop-songs,Daya,8.0,8.0,8.0,"Sit Still, Look Pretty",29.0
2016-10-23,pop-songs,Sia Featuring Sean Paul,7.0,1.0,9.0,Cheap Thrills,31.0
2016-10-23,pop-songs,gnash Featuring Olivia O'Brien,10.0,5.0,10.0,I Hate U I Love U,25.0
2016-10-23,pop-songs,Calvin Harris Featuring Rihanna,13.0,2.0,11.0,This Is What You Came For,25.0
2016-10-23,pop-songs,Calvin Harris,14.0,12.0,12.0,My Way,9.0
2016-10-23,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,15.0,5.0,13.0,Starving,28.0
2016-10-23,pop-songs,Adele,11.0,1.0,14.0,Send My Love (To Your New Lover),21.0
2016-10-23,pop-songs,twenty one pilots,12.0,1.0,15.0,Ride,26.0
2016-10-23,pop-songs,Bruno Mars,28.0,5.0,16.0,24K Magic,20.0
2016-10-23,pop-songs,Ariana Grande Featuring Nicki Minaj,23.0,1.0,17.0,Side To Side,24.0
2016-10-23,pop-songs,Alessia Cara,18.0,1.0,18.0,Scars To Your Beautiful,33.0
2016-10-23,pop-songs,Sia Featuring Kendrick Lamar,20.0,10.0,19.0,The Greatest,20.0
2016-10-23,pop-songs,Tory Lanez,21.0,19.0,20.0,Luv,16.0
2016-10-23,pop-songs,Coldplay,19.0,18.0,21.0,Hymn For The Weekend,20.0
2016-10-23,pop-songs,X Ambassadors,24.0,10.0,22.0,Unsteady,20.0
2016-10-23,pop-songs,Drake Featuring Rihanna,16.0,9.0,23.0,Too Good,20.0
2016-10-23,pop-songs,Charlie Puth Featuring Selena Gomez,17.0,11.0,24.0,We Don't Talk Anymore,20.0
2016-10-23,pop-songs,Jon Bellion,27.0,10.0,25.0,All Time Low,26.0
2016-10-23,pop-songs,Niall Horan,31.0,12.0,26.0,This Town,20.0
2016-10-23,pop-songs,Ariana Grande,22.0,7.0,27.0,Into You,20.0
2016-10-23,pop-songs,Maroon 5 Featuring Kendrick Lamar,0.0,1.0,28.0,Don't Wanna Know,23.0
2016-10-23,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",30.0,21.0,29.0,Sucker For Pain,14.0
2016-10-23,pop-songs,Lady Gaga,25.0,22.0,30.0,Perfect Illusion,6.0
2016-10-23,pop-songs,Martin Garrix & Bebe Rexha,33.0,16.0,31.0,In The Name Of Love,18.0
2016-10-23,pop-songs,Frenship & Emily Warren,34.0,24.0,32.0,Capsize,15.0
2016-10-23,pop-songs,Fifth Harmony,37.0,19.0,33.0,That's My Girl,12.0
2016-10-23,pop-songs,Meghan Trainor Featuring Yo Gotti,29.0,27.0,34.0,Better,6.0
2016-10-23,pop-songs,Rihanna,32.0,16.0,35.0,Needed Me,20.0
2016-10-23,pop-songs,Kungs vs Cookin' On 3 Burners,26.0,15.0,36.0,This Girl,14.0
2016-10-23,pop-songs,Kanye West,35.0,23.0,37.0,Fade,10.0
2016-10-23,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,36.0,22.0,38.0,Greenlight,13.0
2016-10-23,pop-songs,Nick Fradiani,0.0,29.0,39.0,All On You,14.0
2016-10-23,pop-songs,D.R.A.M. Featuring Lil Yachty,0.0,22.0,40.0,Broccoli,12.0
2016-10-30,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-10-30,pop-songs,twenty one pilots,2.0,2.0,2.0,Heathens,21.0
2016-10-30,pop-songs,DJ Snake Featuring Justin Bieber,3.0,2.0,3.0,Let Me Love You,23.0
2016-10-30,pop-songs,The Weeknd Featuring Daft Punk,7.0,3.0,4.0,Starboy,21.0
2016-10-30,pop-songs,Shawn Mendes,4.0,3.0,5.0,Treat You Better,24.0
2016-10-30,pop-songs,Kiiara,6.0,5.0,6.0,Gold,27.0
2016-10-30,pop-songs,Major Lazer Featuring Justin Bieber & MO,5.0,1.0,7.0,Cold Water,20.0
2016-10-30,pop-songs,Daya,8.0,8.0,8.0,"Sit Still, Look Pretty",29.0
2016-10-30,pop-songs,gnash Featuring Olivia O'Brien,10.0,5.0,9.0,I Hate U I Love U,25.0
2016-10-30,pop-songs,Bruno Mars,16.0,5.0,10.0,24K Magic,20.0
2016-10-30,pop-songs,Sia Featuring Sean Paul,9.0,1.0,11.0,Cheap Thrills,31.0
2016-10-30,pop-songs,Ariana Grande Featuring Nicki Minaj,17.0,1.0,12.0,Side To Side,24.0
2016-10-30,pop-songs,Calvin Harris,12.0,12.0,13.0,My Way,9.0
2016-10-30,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,13.0,5.0,14.0,Starving,28.0
2016-10-30,pop-songs,Alessia Cara,18.0,1.0,15.0,Scars To Your Beautiful,33.0
2016-10-30,pop-songs,Sia Featuring Kendrick Lamar,19.0,10.0,16.0,The Greatest,20.0
2016-10-30,pop-songs,Maroon 5 Featuring Kendrick Lamar,28.0,1.0,17.0,Don't Wanna Know,23.0
2016-10-30,pop-songs,X Ambassadors,22.0,10.0,18.0,Unsteady,20.0
2016-10-30,pop-songs,Tory Lanez,20.0,19.0,19.0,Luv,16.0
2016-10-30,pop-songs,Jon Bellion,25.0,10.0,20.0,All Time Low,26.0
2016-10-30,pop-songs,Niall Horan,26.0,12.0,21.0,This Town,20.0
2016-10-30,pop-songs,Coldplay,21.0,18.0,22.0,Hymn For The Weekend,20.0
2016-10-30,pop-songs,Drake Featuring Rihanna,23.0,9.0,23.0,Too Good,20.0
2016-10-30,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",29.0,21.0,24.0,Sucker For Pain,14.0
2016-10-30,pop-songs,Ariana Grande,27.0,7.0,25.0,Into You,20.0
2016-10-30,pop-songs,Martin Garrix & Bebe Rexha,31.0,16.0,26.0,In The Name Of Love,18.0
2016-10-30,pop-songs,Fifth Harmony,33.0,19.0,27.0,That's My Girl,12.0
2016-10-30,pop-songs,Frenship & Emily Warren,32.0,24.0,28.0,Capsize,15.0
2016-10-30,pop-songs,Nick Fradiani,39.0,29.0,29.0,All On You,14.0
2016-10-30,pop-songs,Kanye West,37.0,23.0,30.0,Fade,10.0
2016-10-30,pop-songs,D.R.A.M. Featuring Lil Yachty,40.0,22.0,31.0,Broccoli,12.0
2016-10-30,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,38.0,22.0,32.0,Greenlight,13.0
2016-10-30,pop-songs,Rihanna,35.0,16.0,33.0,Needed Me,20.0
2016-10-30,pop-songs,Zara Larsson,0.0,26.0,34.0,Ain't My Fault,9.0
2016-10-30,pop-songs,John Legend,0.0,19.0,35.0,Love Me Now,19.0
2016-10-30,pop-songs,DNCE,0.0,30.0,36.0,Body Moves,7.0
2016-10-30,pop-songs,Kungs vs Cookin' On 3 Burners,36.0,15.0,37.0,This Girl,14.0
2016-10-30,pop-songs,Dua Lipa,0.0,23.0,38.0,Blow Your Mind (Mwah),14.0
2016-10-30,pop-songs,Tove Lo,0.0,39.0,39.0,Cool Girl,1.0
2016-10-30,pop-songs,Rihanna,0.0,3.0,40.0,Love On The Brain,28.0
2016-11-06,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-11-06,pop-songs,DJ Snake Featuring Justin Bieber,3.0,2.0,2.0,Let Me Love You,23.0
2016-11-06,pop-songs,twenty one pilots,2.0,2.0,3.0,Heathens,21.0
2016-11-06,pop-songs,The Weeknd Featuring Daft Punk,4.0,3.0,4.0,Starboy,21.0
2016-11-06,pop-songs,Kiiara,6.0,5.0,5.0,Gold,27.0
2016-11-06,pop-songs,Bruno Mars,10.0,5.0,6.0,24K Magic,20.0
2016-11-06,pop-songs,gnash Featuring Olivia O'Brien,9.0,5.0,7.0,I Hate U I Love U,25.0
2016-11-06,pop-songs,Major Lazer Featuring Justin Bieber & MO,7.0,1.0,8.0,Cold Water,20.0
2016-11-06,pop-songs,Shawn Mendes,5.0,3.0,9.0,Treat You Better,24.0
2016-11-06,pop-songs,Ariana Grande Featuring Nicki Minaj,12.0,1.0,10.0,Side To Side,24.0
2016-11-06,pop-songs,Daya,8.0,8.0,11.0,"Sit Still, Look Pretty",29.0
2016-11-06,pop-songs,Sia Featuring Sean Paul,11.0,1.0,12.0,Cheap Thrills,31.0
2016-11-06,pop-songs,Alessia Cara,15.0,1.0,13.0,Scars To Your Beautiful,33.0
2016-11-06,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,14.0,5.0,14.0,Starving,28.0
2016-11-06,pop-songs,Calvin Harris,13.0,12.0,15.0,My Way,9.0
2016-11-06,pop-songs,Sia Featuring Kendrick Lamar,16.0,10.0,16.0,The Greatest,20.0
2016-11-06,pop-songs,Maroon 5 Featuring Kendrick Lamar,17.0,1.0,17.0,Don't Wanna Know,23.0
2016-11-06,pop-songs,X Ambassadors,18.0,10.0,18.0,Unsteady,20.0
2016-11-06,pop-songs,Jon Bellion,20.0,10.0,19.0,All Time Low,26.0
2016-11-06,pop-songs,Niall Horan,21.0,12.0,20.0,This Town,20.0
2016-11-06,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",24.0,21.0,21.0,Sucker For Pain,14.0
2016-11-06,pop-songs,Fifth Harmony,27.0,19.0,22.0,That's My Girl,12.0
2016-11-06,pop-songs,Martin Garrix & Bebe Rexha,26.0,16.0,23.0,In The Name Of Love,18.0
2016-11-06,pop-songs,Drake Featuring Rihanna,23.0,9.0,24.0,Too Good,20.0
2016-11-06,pop-songs,Tory Lanez,19.0,19.0,25.0,Luv,16.0
2016-11-06,pop-songs,D.R.A.M. Featuring Lil Yachty,31.0,22.0,26.0,Broccoli,12.0
2016-11-06,pop-songs,Ariana Grande,25.0,7.0,27.0,Into You,20.0
2016-11-06,pop-songs,Frenship & Emily Warren,28.0,24.0,28.0,Capsize,15.0
2016-11-06,pop-songs,Nick Fradiani,29.0,29.0,29.0,All On You,14.0
2016-11-06,pop-songs,Kanye West,30.0,23.0,30.0,Fade,10.0
2016-11-06,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,32.0,22.0,31.0,Greenlight,13.0
2016-11-06,pop-songs,Coldplay,22.0,18.0,32.0,Hymn For The Weekend,20.0
2016-11-06,pop-songs,John Legend,35.0,19.0,33.0,Love Me Now,19.0
2016-11-06,pop-songs,Zara Larsson,34.0,26.0,34.0,Ain't My Fault,9.0
2016-11-06,pop-songs,Rihanna,40.0,3.0,35.0,Love On The Brain,28.0
2016-11-06,pop-songs,Dua Lipa,38.0,23.0,36.0,Blow Your Mind (Mwah),14.0
2016-11-06,pop-songs,DNCE,36.0,30.0,37.0,Body Moves,7.0
2016-11-06,pop-songs,Shawn Mendes,0.0,6.0,38.0,Mercy,25.0
2016-11-06,pop-songs,Deorro Featuring Pitbull & Elvis Crespo,0.0,37.0,39.0,Bailar,4.0
2016-11-06,pop-songs,Machine Gun Kelly x Camila Cabello,0.0,1.0,40.0,Bad Things,23.0
2016-11-13,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-11-13,pop-songs,DJ Snake Featuring Justin Bieber,2.0,2.0,2.0,Let Me Love You,23.0
2016-11-13,pop-songs,twenty one pilots,3.0,2.0,3.0,Heathens,21.0
2016-11-13,pop-songs,The Weeknd Featuring Daft Punk,4.0,3.0,4.0,Starboy,21.0
2016-11-13,pop-songs,gnash Featuring Olivia O'Brien,7.0,5.0,5.0,I Hate U I Love U,25.0
2016-11-13,pop-songs,Bruno Mars,6.0,5.0,6.0,24K Magic,20.0
2016-11-13,pop-songs,Kiiara,5.0,5.0,7.0,Gold,27.0
2016-11-13,pop-songs,Ariana Grande Featuring Nicki Minaj,10.0,1.0,8.0,Side To Side,24.0
2016-11-13,pop-songs,Alessia Cara,13.0,1.0,9.0,Scars To Your Beautiful,33.0
2016-11-13,pop-songs,Major Lazer Featuring Justin Bieber & MO,8.0,1.0,10.0,Cold Water,20.0
2016-11-13,pop-songs,Hailee Steinfeld & Grey Featuring Zedd,14.0,5.0,11.0,Starving,28.0
2016-11-13,pop-songs,Maroon 5 Featuring Kendrick Lamar,17.0,1.0,12.0,Don't Wanna Know,23.0
2016-11-13,pop-songs,Shawn Mendes,9.0,3.0,13.0,Treat You Better,24.0
2016-11-13,pop-songs,Sia Featuring Kendrick Lamar,16.0,10.0,14.0,The Greatest,20.0
2016-11-13,pop-songs,Sia Featuring Sean Paul,12.0,1.0,15.0,Cheap Thrills,31.0
2016-11-13,pop-songs,X Ambassadors,18.0,10.0,16.0,Unsteady,20.0
2016-11-13,pop-songs,Jon Bellion,19.0,10.0,17.0,All Time Low,26.0
2016-11-13,pop-songs,Niall Horan,20.0,12.0,18.0,This Town,20.0
2016-11-13,pop-songs,Calvin Harris,15.0,12.0,19.0,My Way,9.0
2016-11-13,pop-songs,Martin Garrix & Bebe Rexha,23.0,16.0,20.0,In The Name Of Love,18.0
2016-11-13,pop-songs,Fifth Harmony,22.0,19.0,21.0,That's My Girl,12.0
2016-11-13,pop-songs,D.R.A.M. Featuring Lil Yachty,26.0,22.0,22.0,Broccoli,12.0
2016-11-13,pop-songs,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",21.0,21.0,23.0,Sucker For Pain,14.0
2016-11-13,pop-songs,Rihanna,35.0,3.0,24.0,Love On The Brain,28.0
2016-11-13,pop-songs,Pitbull Featuring Flo Rida & LunchMoney Lewis,31.0,22.0,25.0,Greenlight,13.0
2016-11-13,pop-songs,Ariana Grande,27.0,7.0,26.0,Into You,20.0
2016-11-13,pop-songs,Frenship & Emily Warren,28.0,24.0,27.0,Capsize,15.0
2016-11-13,pop-songs,Kanye West,30.0,23.0,28.0,Fade,10.0
2016-11-13,pop-songs,John Legend,33.0,19.0,29.0,Love Me Now,19.0
2016-11-13,pop-songs,Shawn Mendes,38.0,6.0,30.0,Mercy,25.0
2016-11-13,pop-songs,Nick Fradiani,29.0,29.0,31.0,All On You,14.0
2016-11-13,pop-songs,Zara Larsson,34.0,26.0,32.0,Ain't My Fault,9.0
2016-11-13,pop-songs,Dua Lipa,36.0,23.0,33.0,Blow Your Mind (Mwah),14.0
2016-11-13,pop-songs,DNCE,37.0,30.0,34.0,Body Moves,7.0
2016-11-13,pop-songs,Tory Lanez,25.0,19.0,35.0,Luv,16.0
2016-11-13,pop-songs,Machine Gun Kelly x Camila Cabello,40.0,1.0,36.0,Bad Things,23.0
2016-11-13,pop-songs,Zay Hilfigerrr & Zayion McCall,0.0,30.0,37.0,Juju On That Beat (TZ Anthem),6.0
2016-11-13,pop-songs,Deorro Featuring Pitbull & Elvis Crespo,39.0,37.0,38.0,Bailar,4.0
2016-11-13,pop-songs,Jordan Fisher,0.0,39.0,39.0,Lookin' Like That,4.0
2016-11-13,pop-songs,Bastille,0.0,40.0,40.0,Good Grief,2.0
2016-11-20,pop-songs,The Chainsmokers Featuring Halsey,1.0,1.0,1.0,Closer,30.0
2016-11-20,pop-songs,DJ Snake Featuring Justin Bieber,2.0,2.0,2.0,Let Me Love You,23.0
2016-11-20,pop-songs,twenty one pilots,3.0,2.0,3.0,Heathens,21.0
